Ticket_ID,Created_Date,Ticket_Type,Priority,Status,Channel,Product,Category,Assigned_Agent,First_Response_Time_Hours,Resolution_Time_Hours,CSAT_Score
TKT-00661,2024-01-20 01:23:00,Bug Report,Low,Open,Email,Product E,Performance,Agent_14,57.09,68.83,
TKT-00662,2024-05-26 02:41:00,General Inquiry,Low,In Progress,Phone,Product A,Authentication,Agent_3,32.91,67.24,
TKT-00663,2024-02-16 19:38:00,Bug Report,Critical,Closed,Phone,Product C,Authentication,Agent_12,2.98,11.93,5.0
TKT-00664,2024-09-16 12:29:00,Bug Report,Medium,Pending,Chat,Product A,Data Loss,Agent_1,17.43,54.5,
TKT-00665,2024-10-24 17:50:00,Bug Report,Medium,In Progress,Email,Product D,Authentication,Agent_10,12.63,92.27,
TKT-00666,2024-01-22 14:58:00,General Inquiry,Low,Open,Chat,Product E,Authentication,Agent_11,15.46,102.52,
TKT-00667,2024-10-19 20:12:00,Bug Report,Medium,Closed,Phone,Product B,Performance,Agent_13,12.94,75.22,4.0
TKT-00668,2024-06-13 19:30:00,Billing Question,High,Closed,Phone,Product D,Payment,Agent_13,6.24,21.29,4.0
TKT-00669,2024-09-13 04:03:00,Feature Request,High,Closed,Email,Product C,Integration,Agent_12,4.47,32.59,3.0
TKT-00670,2024-08-18 03:51:00,Account Access,High,In Progress,Phone,Product A,Performance,Agent_5,6.78,23.02,
TKT-00671,2024-06-24 22:05:00,Feature Request,Critical,Closed,Phone,Product C,Data Loss,Agent_9,3.73,8.55,5.0
TKT-00672,2024-09-15 20:11:00,Feature Request,Critical,In Progress,Phone,Product A,UI/UX,Agent_11,1.76,22.63,
TKT-00673,2024-01-21 07:45:00,General Inquiry,High,Open,Email,Product E,Documentation,Agent_2,9.07,21.79,
TKT-00674,2024-08-12 14:33:00,Bug Report,Critical,Pending,Email,Product B,Data Loss,Agent_11,0.6,5.84,
TKT-00675,2024-09-24 19:10:00,General Inquiry,High,In Progress,Phone,Product E,UI/UX,Agent_9,8.66,25.59,
TKT-00676,2024-07-05 11:58:00,Bug Report,Medium,Open,Phone,Product E,UI/UX,Agent_2,8.66,92.48,
TKT-00677,2024-05-24 12:26:00,Billing Question,Critical,In Progress,Web Portal,Product B,Documentation,Agent_4,2.62,18.86,
TKT-00678,2024-06-22 21:38:00,Account Access,High,Open,Email,Product C,Authentication,Agent_10,11.44,26.41,
TKT-00679,2024-01-27 20:41:00,Technical Issue,Critical,Pending,Chat,Product B,Authentication,Agent_9,1.02,5.12,
TKT-00680,2024-06-20 02:21:00,Feature Request,Low,Resolved,Chat,Product A,Performance,Agent_10,26.84,95.07,3.0
TKT-00681,2024-02-18 17:43:00,Technical Issue,Low,Pending,Phone,Product A,Data Loss,Agent_13,46.7,146.7,
TKT-00682,2024-07-16 09:16:00,Account Access,High,Resolved,Phone,Product E,Data Loss,Agent_1,8.63,47.14,3.0
TKT-00683,2024-12-02 19:55:00,Feature Request,High,Resolved,Web Portal,Product D,Integration,Agent_10,3.61,33.78,4.0
TKT-00684,2024-03-17 10:05:00,Technical Issue,High,Closed,Web Portal,Product A,Performance,Agent_9,3.17,14.78,4.0
TKT-00685,2024-10-25 21:09:00,Technical Issue,Low,In Progress,Email,Product E,Integration,Agent_4,17.54,131.09,
TKT-00686,2024-06-28 09:41:00,General Inquiry,Critical,Closed,Chat,Product D,UI/UX,Agent_13,2.99,13.55,4.0
TKT-00687,2024-12-23 21:25:00,Billing Question,Low,Open,Web Portal,Product B,Performance,Agent_8,35.06,126.32,
TKT-00688,2024-03-07 19:45:00,Account Access,High,Open,Chat,Product D,Payment,Agent_9,9.06,26.58,
TKT-00689,2024-02-13 09:35:00,Account Access,High,Open,Web Portal,Product C,Data Loss,Agent_15,11.74,25.7,
TKT-00690,2024-07-11 20:50:00,Account Access,High,Closed,Phone,Product E,Authentication,Agent_1,2.8,13.97,4.0
TKT-00691,2024-06-17 04:42:00,Feature Request,High,Pending,Web Portal,Product E,Data Loss,Agent_2,11.1,25.37,
TKT-00692,2024-12-25 23:43:00,Billing Question,High,Closed,Web Portal,Product E,Payment,Agent_11,10.76,27.27,4.0
TKT-00693,2024-09-26 02:41:00,Bug Report,High,Closed,Email,Product A,Performance,Agent_15,3.66,21.72,2.0
TKT-00694,2024-12-09 13:32:00,Feature Request,Medium,Pending,Phone,Product C,Payment,Agent_9,13.68,31.52,
TKT-00695,2024-07-04 00:23:00,Account Access,Medium,Pending,Phone,Product D,Data Loss,Agent_3,18.45,50.11,
TKT-00696,2024-06-07 05:13:00,Feature Request,Medium,Pending,Email,Product B,Integration,Agent_1,15.01,80.07,
TKT-00697,2024-06-23 15:12:00,Technical Issue,Low,In Progress,Chat,Product D,Performance,Agent_5,43.99,88.26,
TKT-00698,2024-04-25 04:09:00,Feature Request,Critical,Closed,Phone,Product C,Integration,Agent_13,3.6,8.79,4.0
TKT-00699,2024-02-09 09:54:00,General Inquiry,High,In Progress,Phone,Product D,Payment,Agent_4,7.86,17.86,
TKT-00700,2024-02-21 16:49:00,General Inquiry,Medium,Resolved,Email,Product C,Authentication,Agent_4,19.21,31.67,5.0
TKT-00701,2024-10-03 23:56:00,Feature Request,Low,Resolved,Chat,Product A,Performance,Agent_14,57.15,73.43,2.0
TKT-00702,2024-09-26 01:42:00,Account Access,Critical,Closed,Phone,Product C,UI/UX,Agent_12,3.74,4.22,4.0
TKT-00703,2024-06-21 19:08:00,Technical Issue,High,Open,Email,Product C,Data Loss,Agent_14,10.69,44.75,
TKT-00704,2024-11-01 12:09:00,Account Access,High,Pending,Phone,Product C,Integration,Agent_15,3.09,18.76,
TKT-00705,2024-03-24 05:53:00,Technical Issue,Critical,In Progress,Web Portal,Product C,Payment,Agent_10,2.5,8.03,
TKT-00706,2024-12-20 19:51:00,General Inquiry,Critical,Resolved,Chat,Product D,Performance,Agent_8,3.29,22.58,4.0
TKT-00707,2024-03-25 23:28:00,Technical Issue,Critical,Closed,Web Portal,Product E,Authentication,Agent_2,3.35,8.81,4.0
TKT-00708,2024-01-23 13:23:00,Technical Issue,Low,Open,Chat,Product A,Performance,Agent_13,28.14,58.2,
TKT-00709,2024-12-12 23:15:00,Account Access,Medium,Closed,Email,Product B,Authentication,Agent_9,9.77,65.05,4.0
TKT-00710,2024-08-15 19:18:00,General Inquiry,High,Open,Phone,Product D,Payment,Agent_10,9.48,13.62,
TKT-00711,2024-08-17 07:34:00,Technical Issue,Medium,Closed,Phone,Product D,Integration,Agent_6,18.58,95.03,4.0
TKT-00712,2024-05-02 09:51:00,General Inquiry,Critical,Pending,Email,Product D,Documentation,Agent_7,0.52,13.68,
TKT-00713,2024-08-28 06:23:00,Billing Question,High,Pending,Phone,Product C,Documentation,Agent_10,3.68,13.73,
TKT-00714,2024-12-13 18:28:00,General Inquiry,High,Open,Web Portal,Product B,Performance,Agent_1,6.92,15.36,
TKT-00715,2024-08-24 09:49:00,Billing Question,Medium,Closed,Email,Product D,UI/UX,Agent_8,7.74,46.22,2.0
TKT-00716,2024-07-14 16:33:00,Bug Report,Medium,Pending,Web Portal,Product D,Performance,Agent_14,19.93,94.6,
TKT-00717,2024-08-02 05:52:00,Billing Question,High,Closed,Chat,Product B,Integration,Agent_15,6.18,39.06,2.0
TKT-00718,2024-04-12 19:08:00,Bug Report,Low,Closed,Phone,Product E,Performance,Agent_1,37.01,163.05,3.0
TKT-00719,2024-05-08 01:41:00,Billing Question,Critical,Pending,Web Portal,Product E,Performance,Agent_6,1.51,14.0,
TKT-00720,2024-09-03 11:35:00,Account Access,Medium,Resolved,Phone,Product A,Data Loss,Agent_7,13.76,46.64,2.0
TKT-00721,2024-02-22 22:54:00,Bug Report,High,Resolved,Chat,Product B,Documentation,Agent_3,3.76,26.06,3.0
TKT-00722,2024-09-21 03:18:00,Feature Request,Medium,Closed,Phone,Product B,Documentation,Agent_7,9.36,49.62,5.0
TKT-00723,2024-02-12 05:17:00,Feature Request,High,Resolved,Chat,Product C,Performance,Agent_1,3.34,16.66,4.0
TKT-00724,2024-08-18 16:09:00,Billing Question,Low,In Progress,Email,Product D,Data Loss,Agent_14,41.19,128.96,
TKT-00725,2024-08-11 02:58:00,Feature Request,Medium,Pending,Phone,Product E,Performance,Agent_9,15.05,47.85,
TKT-00726,2024-04-23 14:56:00,General Inquiry,High,Resolved,Email,Product C,Integration,Agent_6,3.1,44.27,3.0
TKT-00727,2024-06-27 00:26:00,Billing Question,Medium,Resolved,Chat,Product A,Payment,Agent_7,16.21,60.26,4.0
TKT-00728,2024-01-28 12:32:00,Billing Question,High,Closed,Email,Product E,Performance,Agent_5,4.13,30.08,3.0
TKT-00729,2024-07-10 07:24:00,General Inquiry,Critical,Open,Web Portal,Product D,UI/UX,Agent_2,1.2,19.5,
TKT-00730,2024-02-11 11:14:00,General Inquiry,High,Resolved,Email,Product A,Integration,Agent_2,9.5,12.85,5.0
TKT-00731,2024-01-15 10:59:00,Feature Request,High,Open,Web Portal,Product A,Documentation,Agent_2,10.09,40.66,
TKT-00732,2024-02-20 22:41:00,Feature Request,High,Pending,Chat,Product D,Payment,Agent_9,3.92,29.17,
TKT-00733,2024-06-20 04:08:00,Technical Issue,High,Open,Chat,Product C,Data Loss,Agent_3,11.83,43.28,
TKT-00734,2024-01-20 09:58:00,General Inquiry,Critical,Resolved,Phone,Product D,Documentation,Agent_5,3.55,4.75,5.0
TKT-00735,2024-08-29 22:53:00,Bug Report,Low,In Progress,Web Portal,Product B,UI/UX,Agent_3,38.44,67.35,
TKT-00736,2024-03-12 22:30:00,Billing Question,Critical,In Progress,Phone,Product E,UI/UX,Agent_3,3.7,17.65,
TKT-00737,2024-08-17 19:00:00,Feature Request,Low,Pending,Phone,Product D,Documentation,Agent_5,18.55,57.45,
TKT-00738,2024-02-10 00:16:00,Bug Report,Low,Resolved,Chat,Product E,Integration,Agent_13,50.19,123.11,3.0
TKT-00739,2024-04-20 04:35:00,Feature Request,Critical,Pending,Email,Product B,Authentication,Agent_2,0.78,23.06,
TKT-00740,2024-11-07 16:27:00,Feature Request,Medium,Closed,Chat,Product B,Payment,Agent_3,7.54,40.67,3.0
TKT-00741,2024-02-26 09:15:00,Technical Issue,Low,Closed,Chat,Product B,Payment,Agent_5,19.48,73.88,3.0
TKT-00742,2024-06-03 03:03:00,General Inquiry,Critical,Open,Email,Product D,Authentication,Agent_7,0.72,17.63,
TKT-00743,2024-05-02 13:40:00,Billing Question,High,Pending,Web Portal,Product C,Payment,Agent_11,2.3,17.07,
TKT-00744,2024-11-14 14:04:00,Billing Question,Critical,In Progress,Web Portal,Product E,Payment,Agent_3,1.32,18.37,
TKT-00745,2024-02-26 15:38:00,Account Access,Low,Pending,Email,Product D,Authentication,Agent_1,41.11,167.21,
TKT-00746,2024-10-01 00:40:00,General Inquiry,Medium,Open,Email,Product A,Integration,Agent_10,19.69,60.12,
TKT-00747,2024-09-20 18:15:00,Technical Issue,Medium,Resolved,Phone,Product C,Performance,Agent_6,6.17,95.44,4.0
TKT-00748,2024-03-14 09:27:00,Bug Report,Medium,Pending,Email,Product E,Payment,Agent_3,10.79,67.83,
TKT-00749,2024-01-01 19:22:00,Technical Issue,High,Open,Email,Product C,UI/UX,Agent_1,11.55,30.84,
TKT-00750,2024-05-03 18:26:00,Bug Report,Critical,Closed,Phone,Product D,Integration,Agent_12,2.83,19.37,5.0
TKT-00751,2024-04-05 21:42:00,Billing Question,Critical,In Progress,Web Portal,Product E,Integration,Agent_1,3.26,12.95,
TKT-00752,2024-02-13 16:23:00,Account Access,Medium,Resolved,Email,Product D,Authentication,Agent_5,6.75,33.45,3.0
TKT-00753,2024-02-04 16:34:00,Account Access,High,Pending,Email,Product B,Integration,Agent_7,4.11,22.47,
TKT-00754,2024-09-16 16:35:00,Billing Question,Medium,Pending,Phone,Product A,Authentication,Agent_2,20.25,68.89,
TKT-00755,2024-01-11 12:55:00,Feature Request,Low,In Progress,Email,Product A,Integration,Agent_6,34.54,160.82,
TKT-00756,2024-08-28 01:40:00,Technical Issue,Critical,Closed,Phone,Product B,Performance,Agent_3,2.32,4.8,4.0
TKT-00757,2024-07-17 11:16:00,Account Access,High,Pending,Chat,Product C,UI/UX,Agent_7,11.62,37.66,
TKT-00758,2024-01-09 11:50:00,General Inquiry,Medium,In Progress,Phone,Product C,Data Loss,Agent_15,10.79,73.17,
TKT-00759,2024-02-04 11:15:00,Feature Request,High,In Progress,Chat,Product D,Integration,Agent_6,6.86,20.61,
TKT-00760,2024-12-02 20:06:00,Bug Report,Low,Resolved,Chat,Product A,Integration,Agent_5,57.41,167.64,3.0
TKT-00761,2024-10-24 23:48:00,General Inquiry,Low,In Progress,Phone,Product C,Integration,Agent_7,48.26,120.83,
TKT-00762,2024-06-19 04:02:00,Account Access,Critical,In Progress,Phone,Product D,Authentication,Agent_14,1.68,23.16,
TKT-00763,2024-06-29 17:21:00,Bug Report,High,In Progress,Phone,Product B,Documentation,Agent_15,8.82,32.41,
TKT-00764,2024-11-25 05:53:00,Feature Request,Medium,Pending,Web Portal,Product D,UI/UX,Agent_2,12.18,95.6,
TKT-00765,2024-12-16 14:44:00,Bug Report,Medium,In Progress,Email,Product B,Documentation,Agent_1,11.67,31.01,
TKT-00766,2024-09-02 20:11:00,Feature Request,Medium,In Progress,Phone,Product A,Payment,Agent_4,10.31,25.08,
TKT-00767,2024-03-10 02:45:00,Bug Report,Critical,In Progress,Chat,Product A,Authentication,Agent_4,1.76,19.33,
TKT-00768,2024-08-22 01:18:00,Technical Issue,Low,In Progress,Chat,Product C,Performance,Agent_13,35.91,85.15,
TKT-00769,2024-04-13 01:50:00,Account Access,Medium,Closed,Phone,Product D,Authentication,Agent_10,16.99,86.46,4.0
TKT-00770,2024-04-12 01:20:00,Account Access,Critical,Pending,Email,Product A,Payment,Agent_10,3.91,19.95,
TKT-00771,2024-06-07 16:25:00,Feature Request,Critical,In Progress,Email,Product E,Documentation,Agent_4,3.56,21.9,
TKT-00772,2024-10-05 15:16:00,Bug Report,Critical,Open,Email,Product C,Performance,Agent_8,3.32,13.98,
TKT-00773,2024-01-19 20:12:00,Billing Question,Critical,Open,Chat,Product E,Payment,Agent_9,0.51,13.1,
TKT-00774,2024-05-26 11:55:00,General Inquiry,Critical,Open,Phone,Product D,Documentation,Agent_13,3.55,7.39,
TKT-00775,2024-01-25 20:21:00,General Inquiry,Critical,Resolved,Phone,Product E,Payment,Agent_9,1.91,9.91,5.0
TKT-00776,2024-05-19 03:51:00,Account Access,Low,Closed,Phone,Product D,UI/UX,Agent_7,62.13,56.18,3.0
TKT-00777,2024-07-07 13:56:00,Bug Report,Low,Open,Chat,Product C,Data Loss,Agent_2,67.5,117.18,
TKT-00778,2024-07-23 23:28:00,Bug Report,Medium,Closed,Phone,Product D,Documentation,Agent_5,6.46,49.44,1.0
TKT-00779,2024-07-16 10:11:00,Technical Issue,High,Open,Chat,Product A,Performance,Agent_1,3.23,14.56,
TKT-00780,2024-09-11 22:31:00,General Inquiry,Low,Resolved,Chat,Product C,Data Loss,Agent_6,43.84,133.28,2.0
TKT-00781,2024-07-07 16:17:00,Billing Question,High,Pending,Email,Product E,UI/UX,Agent_8,11.51,28.59,
TKT-00782,2024-02-12 23:27:00,Account Access,Medium,Closed,Phone,Product E,Data Loss,Agent_9,19.53,95.0,5.0
TKT-00783,2024-02-10 13:38:00,Technical Issue,Low,Pending,Phone,Product A,Payment,Agent_7,26.91,165.42,
TKT-00784,2024-04-02 17:18:00,Billing Question,Low,Resolved,Web Portal,Product C,Data Loss,Agent_2,39.12,139.58,4.0
TKT-00785,2024-06-13 03:05:00,Account Access,Medium,Closed,Email,Product B,Authentication,Agent_8,18.35,55.83,4.0
TKT-00786,2024-06-16 21:18:00,Technical Issue,Medium,Pending,Chat,Product E,Data Loss,Agent_1,21.66,90.54,
TKT-00787,2024-06-05 14:38:00,Billing Question,High,Resolved,Email,Product A,Documentation,Agent_7,7.15,45.83,5.0
TKT-00788,2024-08-06 05:44:00,Account Access,High,In Progress,Web Portal,Product B,Data Loss,Agent_11,8.6,46.98,
TKT-00789,2024-08-15 11:28:00,General Inquiry,Medium,Closed,Email,Product C,Payment,Agent_4,6.06,59.15,4.0
TKT-00790,2024-01-22 23:55:00,Billing Question,Low,Pending,Email,Product D,Integration,Agent_15,50.28,91.62,
TKT-00791,2024-06-29 19:27:00,Bug Report,Critical,Resolved,Web Portal,Product B,Authentication,Agent_15,3.8,9.73,4.0
TKT-00792,2024-05-20 20:50:00,Feature Request,High,In Progress,Email,Product C,Payment,Agent_1,5.22,26.73,
TKT-00793,2024-01-30 02:42:00,Feature Request,Medium,Closed,Email,Product B,Documentation,Agent_5,17.41,68.62,4.0
TKT-00794,2024-11-22 12:23:00,Bug Report,Low,In Progress,Web Portal,Product A,Integration,Agent_9,64.41,129.67,
TKT-00795,2024-09-19 23:43:00,Billing Question,Low,Open,Web Portal,Product C,UI/UX,Agent_10,70.18,100.9,
TKT-00796,2024-03-22 00:09:00,Bug Report,High,Closed,Chat,Product C,Authentication,Agent_11,9.36,30.45,3.0
TKT-00797,2024-11-07 21:50:00,Feature Request,High,Resolved,Web Portal,Product D,Performance,Agent_2,8.78,34.49,4.0
TKT-00798,2024-08-12 01:08:00,Feature Request,Critical,Resolved,Phone,Product C,Authentication,Agent_4,1.32,10.27,5.0
TKT-00799,2024-02-04 07:49:00,Billing Question,High,Closed,Phone,Product A,Performance,Agent_13,6.85,15.01,5.0
TKT-00800,2024-11-26 11:23:00,Feature Request,Critical,Open,Phone,Product C,UI/UX,Agent_9,3.09,12.26,
TKT-00801,2024-07-15 18:02:00,General Inquiry,Medium,Closed,Chat,Product C,UI/UX,Agent_11,20.29,56.41,4.0
TKT-00802,2024-11-05 04:43:00,Bug Report,High,Pending,Email,Product E,Authentication,Agent_13,5.48,43.59,
TKT-00803,2024-08-18 11:23:00,General Inquiry,Critical,Resolved,Web Portal,Product A,Integration,Agent_3,3.79,23.82,5.0
TKT-00804,2024-08-15 02:36:00,General Inquiry,High,In Progress,Chat,Product E,Performance,Agent_5,11.41,13.54,
TKT-00805,2024-03-11 16:23:00,Billing Question,Medium,Resolved,Email,Product B,Data Loss,Agent_10,14.57,94.38,1.0
TKT-00806,2024-07-22 10:41:00,Bug Report,Medium,Open,Web Portal,Product B,Authentication,Agent_7,17.85,28.11,
TKT-00807,2024-05-22 07:07:00,Billing Question,Critical,Closed,Email,Product A,Documentation,Agent_8,2.95,19.81,5.0
TKT-00808,2024-01-14 23:11:00,Feature Request,Low,Resolved,Web Portal,Product E,Performance,Agent_2,18.03,131.97,5.0
TKT-00809,2024-09-12 16:24:00,Account Access,Medium,Pending,Phone,Product B,Payment,Agent_14,12.93,64.38,
TKT-00810,2024-10-14 03:16:00,Billing Question,Medium,Open,Web Portal,Product E,Authentication,Agent_11,16.93,35.13,
TKT-00811,2024-05-13 22:28:00,Billing Question,Medium,Open,Web Portal,Product C,Authentication,Agent_9,18.81,31.58,
TKT-00812,2024-04-19 19:18:00,Account Access,Medium,In Progress,Chat,Product C,Integration,Agent_4,21.66,51.06,
TKT-00813,2024-12-21 15:12:00,Feature Request,Low,Resolved,Chat,Product C,Documentation,Agent_13,64.57,116.42,2.0
TKT-00814,2024-03-03 04:54:00,Bug Report,Medium,Closed,Chat,Product C,UI/UX,Agent_3,20.13,85.48,4.0
TKT-00815,2024-02-07 14:11:00,Technical Issue,Low,Open,Phone,Product C,UI/UX,Agent_6,55.0,74.77,
TKT-00816,2024-12-31 14:05:00,Account Access,High,Pending,Phone,Product A,Integration,Agent_9,2.32,43.47,
TKT-00817,2024-12-15 10:42:00,Technical Issue,Low,Pending,Web Portal,Product E,Integration,Agent_3,41.88,128.3,
TKT-00818,2024-06-26 22:04:00,Feature Request,Critical,Closed,Chat,Product E,UI/UX,Agent_13,0.8,10.98,3.0
TKT-00819,2024-10-08 17:18:00,Billing Question,High,Pending,Phone,Product C,Performance,Agent_4,10.32,28.87,
TKT-00820,2024-06-02 05:45:00,Billing Question,Low,In Progress,Phone,Product B,Data Loss,Agent_9,71.78,112.21,
TKT-00821,2024-12-29 22:40:00,Feature Request,Low,Closed,Web Portal,Product A,UI/UX,Agent_7,71.23,146.19,3.0
TKT-00822,2024-03-30 11:32:00,Bug Report,Low,Pending,Web Portal,Product B,Authentication,Agent_15,40.01,61.09,
TKT-00823,2024-04-24 03:12:00,Bug Report,Low,In Progress,Email,Product E,Performance,Agent_9,65.78,69.63,
TKT-00824,2024-03-12 07:50:00,General Inquiry,Low,Pending,Email,Product C,Authentication,Agent_8,69.3,61.0,
TKT-00825,2024-09-09 00:23:00,Feature Request,Low,Resolved,Web Portal,Product C,UI/UX,Agent_1,40.93,163.15,3.0
TKT-00826,2024-10-10 18:23:00,Feature Request,Critical,Closed,Email,Product D,Data Loss,Agent_1,2.39,11.94,3.0
TKT-00827,2024-08-27 17:08:00,General Inquiry,Critical,Pending,Phone,Product D,Integration,Agent_14,1.35,12.66,
TKT-00828,2024-11-09 02:04:00,Feature Request,Critical,Pending,Web Portal,Product C,Performance,Agent_8,1.1,12.03,
TKT-00829,2024-06-07 12:45:00,Feature Request,Low,In Progress,Web Portal,Product B,UI/UX,Agent_14,68.65,55.74,
TKT-00830,2024-09-02 16:26:00,General Inquiry,High,Resolved,Chat,Product A,UI/UX,Agent_10,9.0,24.33,5.0
TKT-00831,2024-07-28 18:04:00,Feature Request,Critical,Resolved,Phone,Product B,Documentation,Agent_5,0.87,16.09,5.0
TKT-00832,2024-03-05 10:41:00,Feature Request,Medium,In Progress,Phone,Product B,Data Loss,Agent_11,23.88,39.31,
TKT-00833,2024-02-07 14:29:00,Billing Question,Medium,Resolved,Chat,Product E,Payment,Agent_3,6.53,77.37,1.0
TKT-00834,2024-12-14 16:22:00,Technical Issue,Low,Pending,Email,Product B,Payment,Agent_1,67.74,61.72,
TKT-00835,2024-03-06 17:40:00,Bug Report,High,Pending,Web Portal,Product B,Documentation,Agent_1,5.27,28.36,
TKT-00836,2024-10-27 05:49:00,Technical Issue,Critical,Resolved,Email,Product E,Authentication,Agent_15,1.84,14.9,3.0
TKT-00837,2024-03-07 13:32:00,Billing Question,Low,Pending,Phone,Product E,Documentation,Agent_15,28.82,161.82,
TKT-00838,2024-01-29 03:33:00,Account Access,High,Resolved,Email,Product E,UI/UX,Agent_8,9.19,17.24,4.0
TKT-00839,2024-03-19 09:10:00,Technical Issue,Medium,In Progress,Phone,Product E,Performance,Agent_5,17.99,39.37,
TKT-00840,2024-03-23 10:59:00,Account Access,Critical,Closed,Web Portal,Product E,Performance,Agent_10,3.83,15.36,4.0
TKT-00841,2024-12-29 07:22:00,Billing Question,Low,In Progress,Web Portal,Product A,Documentation,Agent_5,52.24,166.54,
TKT-00842,2024-09-22 09:54:00,Bug Report,Low,Closed,Web Portal,Product D,Authentication,Agent_14,51.93,140.9,3.0
TKT-00843,2024-02-10 08:12:00,Account Access,High,In Progress,Chat,Product D,UI/UX,Agent_11,11.23,14.25,
TKT-00844,2024-11-21 17:17:00,Billing Question,Low,Open,Chat,Product A,Authentication,Agent_7,50.01,145.02,
TKT-00845,2024-03-05 20:19:00,Feature Request,Low,Pending,Chat,Product A,Data Loss,Agent_6,41.52,142.75,
TKT-00846,2024-11-10 17:05:00,Bug Report,Critical,In Progress,Web Portal,Product B,Data Loss,Agent_14,3.28,23.57,
TKT-00847,2024-09-14 20:10:00,General Inquiry,Medium,Closed,Web Portal,Product A,Integration,Agent_11,11.99,39.37,4.0
TKT-00848,2024-10-30 18:09:00,Feature Request,Medium,Resolved,Email,Product D,Authentication,Agent_4,10.03,39.23,4.0
TKT-00849,2024-03-28 21:39:00,Bug Report,High,Resolved,Phone,Product C,Integration,Agent_10,7.76,12.83,5.0
TKT-00850,2024-11-05 10:53:00,Bug Report,Medium,In Progress,Chat,Product C,Performance,Agent_14,22.63,78.62,
TKT-00851,2024-10-15 01:52:00,Technical Issue,High,In Progress,Web Portal,Product C,Payment,Agent_9,2.65,27.23,
TKT-00852,2024-01-15 02:02:00,Bug Report,Critical,In Progress,Web Portal,Product B,Payment,Agent_5,1.7,9.04,
TKT-00853,2024-11-24 18:16:00,Technical Issue,High,Resolved,Phone,Product D,Documentation,Agent_1,11.1,18.34,2.0
TKT-00854,2024-11-29 06:49:00,Account Access,Medium,Open,Chat,Product E,Documentation,Agent_3,19.37,34.21,
TKT-00855,2024-10-19 13:39:00,Bug Report,Low,In Progress,Chat,Product E,Integration,Agent_12,55.5,80.87,
TKT-00856,2024-11-23 00:31:00,Account Access,Critical,Resolved,Email,Product C,Authentication,Agent_9,2.79,5.63,5.0
TKT-00857,2024-11-17 17:18:00,Bug Report,Medium,Resolved,Web Portal,Product B,Authentication,Agent_10,20.13,86.91,3.0
TKT-00858,2024-11-24 09:30:00,Technical Issue,Critical,In Progress,Email,Product C,Documentation,Agent_2,3.88,13.03,
TKT-00859,2024-05-05 21:25:00,General Inquiry,High,Closed,Web Portal,Product A,Payment,Agent_5,6.37,27.11,4.0
TKT-00860,2024-06-01 14:04:00,Feature Request,Medium,Closed,Phone,Product A,Payment,Agent_2,10.2,39.42,3.0
TKT-00861,2024-12-18 01:10:00,Bug Report,Low,Pending,Email,Product B,Integration,Agent_7,27.55,155.17,
TKT-00862,2024-08-13 13:30:00,Billing Question,Low,Resolved,Web Portal,Product B,Documentation,Agent_12,29.46,70.09,4.0
TKT-00863,2024-08-25 06:21:00,Feature Request,Low,Pending,Chat,Product B,Integration,Agent_2,18.68,54.45,
TKT-00864,2024-11-06 04:20:00,Technical Issue,Low,Pending,Phone,Product B,Performance,Agent_14,32.41,155.39,
TKT-00865,2024-06-12 23:55:00,General Inquiry,Critical,Closed,Web Portal,Product C,UI/UX,Agent_3,2.57,12.57,5.0
TKT-00866,2024-06-25 12:08:00,General Inquiry,Medium,Closed,Email,Product B,Documentation,Agent_12,9.39,93.36,3.0
TKT-00867,2024-07-08 16:35:00,Billing Question,Low,Open,Email,Product B,UI/UX,Agent_9,68.52,83.63,
TKT-00868,2024-02-24 10:15:00,Account Access,Low,Resolved,Web Portal,Product B,Payment,Agent_5,46.37,71.83,3.0
TKT-00869,2024-08-26 03:17:00,Technical Issue,Low,Open,Phone,Product A,Authentication,Agent_15,19.65,161.03,
TKT-00870,2024-08-18 07:09:00,Feature Request,High,In Progress,Web Portal,Product D,Performance,Agent_7,5.13,29.34,
TKT-00871,2024-02-19 01:18:00,Account Access,Medium,Open,Email,Product A,Integration,Agent_4,12.84,62.56,
TKT-00872,2024-07-15 19:26:00,Account Access,Critical,In Progress,Email,Product A,Documentation,Agent_10,3.08,19.68,
TKT-00873,2024-05-07 05:52:00,Technical Issue,High,Pending,Chat,Product A,Integration,Agent_9,5.11,46.76,
TKT-00874,2024-06-16 18:46:00,Feature Request,High,Resolved,Chat,Product D,UI/UX,Agent_13,7.9,27.72,5.0
TKT-00875,2024-06-09 06:48:00,Technical Issue,Critical,Open,Email,Product D,Documentation,Agent_6,1.16,22.25,
TKT-00876,2024-03-22 15:32:00,Billing Question,Low,Resolved,Chat,Product A,Performance,Agent_15,35.29,116.44,3.0
TKT-00877,2024-08-27 15:56:00,Billing Question,Low,Pending,Chat,Product B,UI/UX,Agent_11,37.42,146.76,
TKT-00878,2024-06-06 15:01:00,General Inquiry,Medium,Pending,Web Portal,Product A,Data Loss,Agent_6,19.88,64.39,
TKT-00879,2024-02-16 12:32:00,Bug Report,Low,Pending,Phone,Product A,Payment,Agent_11,59.85,155.25,
TKT-00880,2024-08-22 07:13:00,General Inquiry,High,Pending,Web Portal,Product E,Performance,Agent_5,11.34,19.15,
TKT-00881,2024-10-25 11:03:00,Account Access,High,Closed,Web Portal,Product E,UI/UX,Agent_13,3.26,38.02,4.0
